Price,Date,Close,High,Low,Open,Volume,timestamp,SMA20,SMA50
Ticker,,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,,,
141,2022-07-27,1112.530517578125,1116.1174563575955,1104.6205925912616,1112.8753687528333,8655086,2022-07-27,1119.252685546875,1170.1551342773437
142,2022-07-28,1129.959716796875,1134.9492932908597,1113.358205304663,1120.2563230890407,12496073,2022-07-28,1116.06689453125,1169.9458911132813
143,2022-07-29,1154.0341796875,1157.5522698792367,1133.132914164171,1138.0535207763048,15130683,2022-07-29,1118.3835144042969,1168.8881787109376
144,2022-08-01,1184.1099853515625,1190.0423982795671,1153.183344849339,1158.494904064312,15700044,2022-08-01,1122.0889587402344,1168.5933959960937
145,2022-08-02,1188.6168212890625,1199.2629302530022,1177.9937024028663,1183.029380913043,13917913,2022-08-02,1125.57021484375,1168.3064331054688
146,2022-08-03,1198.5960693359375,1200.274588254614,1180.706991520506,1195.6758429658626,14250977,2022-08-03,1130.042498779297,1168.2544653320313
147,2022-08-04,1182.75341796875,1203.8387259034212,1165.7840639318033,1200.2746555306537,14467127,2022-08-04,1134.26875,1168.1146630859375
148,2022-08-05,1165.3240966796875,1185.9264905463142,1162.0820091692683,1184.638924557578,13942438,2022-08-05,1137.54765625,1167.7366455078125
149,2022-08-08,1180.5689697265625,1188.1109317201308,1163.944467231498,1163.944467231498,10165178,2022-08-08,1140.8415100097657,1166.8385083007813
150,2022-08-10,1187.628173828125,1191.0311920328188,1175.924277538412,1185.0527984553135,10724688,2022-08-10,1144.5676574707031,1166.377255859375
151,2022-08-11,1191.5830078125,1200.2286149452862,1186.5703194644875,1197.1014778623503,8198226,2022-08-11,1149.477978515625,1165.9872802734376
152,2022-08-12,1210.851806640625,1214.6917579936917,1187.4902374198364,1191.2151167385643,12650587,2022-08-12,1154.9010620117188,1165.1475463867187
153,2022-08-16,1219.2674560546875,1222.0267519362294,1208.230515809765,1216.9221032116259,6607378,2022-08-16,1160.638006591797,1163.9684252929687
154,2022-08-17,1225.6368408203125,1231.040360724166,1221.2220159274561,1225.5678705851703,6595965,2022-08-17,1166.223193359375,1163.0266015625
155,2022-08-18,1223.8663330078125,1227.4072915585027,1214.1629388289355,1223.2684693432077,7410035,2022-08-18,1171.3783935546876,1162.0015405273436
